SQL Query,Prompt,Response
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Japan'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Japan's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Japan's exports, based on trade flow code 2, are as follows:
Market 1: Korea, Rep., Total Trade Value: 49771356762.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Saudi Arabia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Saudi Arabia's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Saudi Arabia's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 8181515705.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Gibraltar'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Gibraltar's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Gibraltar's exports, based on trade flow code 2, are as follows:
Market 1: Netherlands, Total Trade Value: 41193262.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'South Africa'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for South Africa's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for South Africa's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 9793794203.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Guinea-Bissau'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Guinea-Bissau's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Guinea-Bissau's exports, based on trade flow code 2, are as follows:
Market 1: Pakistan, Total Trade Value: 22047130.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Myanmar'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Myanmar's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Myanmar's exports, based on trade flow code 2, are as follows:
Market 1: Thailand, Total Trade Value: 3008437397.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Iceland'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Iceland's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Iceland's exports, based on trade flow code 2, are as follows:
Market 1: Netherlands, Total Trade Value: 2275686017.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Sao Tome and Principe'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Sao Tome and Principe's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Sao Tome and Principe's exports, based on trade flow code 2, are as follows:
Market 1: Netherlands, Total Trade Value: 8641394.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Senegal'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Senegal's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Senegal's exports, based on trade flow code 2, are as follows:
Market 1: Mali, Total Trade Value: 1050523676.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Georgia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Georgia's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Georgia's exports, based on trade flow code 2, are as follows:
Market 1: Azerbaijan, Total Trade Value: 618904542.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Egypt, Arab Rep.'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Egypt, Arab Rep.'s exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Egypt, Arab Rep.'s exports, based on trade flow code 2, are as follows:
Market 1: Turkey, Total Trade Value: 2650421363.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Croatia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Croatia's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Croatia's exports, based on trade flow code 2, are as follows:
Market 1: Italy, Total Trade Value: 2613362641.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'El Salvador'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for El Salvador's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for El Salvador's exports, based on trade flow code 2, are as follows:
Market 1: Honduras, Total Trade Value: 776703936.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Sri Lanka'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Sri Lanka's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Sri Lanka's exports, based on trade flow code 2, are as follows:
Market 1: United Kingdom, Total Trade Value: 956066533.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Seychelles'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Seychelles's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Seychelles's exports, based on trade flow code 2, are as follows:
Market 1: Bermuda, Total Trade Value: 186317728.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Jamaica'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Jamaica's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Jamaica's exports, based on trade flow code 2, are as follows:
Market 1: Netherlands, Total Trade Value: 98072194.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'India'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for India's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for India's exports, based on trade flow code 2, are as follows:
Market 1: United States, Total Trade Value: 67818750567.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Fiji'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Fiji's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Fiji's exports, based on trade flow code 2, are as follows:
Market 1: Not updated, Total Trade Value: 75367081.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Cayman Islands'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Cayman Islands's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Cayman Islands's exports, based on trade flow code 2, are as follows:
Market 1: United Kingdom, Total Trade Value: 1562820.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'EU-27'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for EU-27's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for EU-27's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 197430172274.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Morocco'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Morocco's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Morocco's exports, based on trade flow code 2, are as follows:
Market 1: France, Total Trade Value: 4220405929.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Myanmar'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Myanmar's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Myanmar's exports, based on trade flow code 2, are as follows:
Market 1: EU-27, Total Trade Value: 3595128020.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'United Arab Emirates'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for United Arab Emirates's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for United Arab Emirates's exports, based on trade flow code 2, are as follows:
Market 1: India, Total Trade Value: 44932747345.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Cameroon'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Cameroon's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Cameroon's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 1636690759.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Ukraine'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Ukraine's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Ukraine's exports, based on trade flow code 2, are as follows:
Market 1: Poland, Total Trade Value: 4979133600.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Ecuador'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Ecuador's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Ecuador's exports, based on trade flow code 2, are as follows:
Market 1: Panama, Total Trade Value: 2431352591.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Lebanon'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Lebanon's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Lebanon's exports, based on trade flow code 2, are as follows:
Market 1: Saudi Arabia, Total Trade Value: 219058928.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'South Africa'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for South Africa's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for South Africa's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 9793794203.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'EU-27'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for EU-27's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for EU-27's exports, based on trade flow code 2, are as follows:
Market 1: United States, Total Trade Value: 433910185119.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'India'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for India's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for India's exports, based on trade flow code 2, are as follows:
Market 1: United Arab Emirates, Total Trade Value: 26246442210.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Seychelles'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Seychelles's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Seychelles's exports, based on trade flow code 2, are as follows:
Market 1: Cayman Islands, Total Trade Value: 117610765.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'British Virgin Islands'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for British Virgin Islands's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for British Virgin Islands's exports, based on trade flow code 2, are as follows:
Market 1: Portugal, Total Trade Value: 37053082.00 US$"
